BibNum,Title,Author,ISBN,PublicationYear,Publisher,Subjects,ItemType,ItemCollection,FloatingItem,ItemLocation,ReportDate,ItemCount
3527898,The Kingdom of Back / Marie Lu.,"Lu, Marie, 1984-","1432876309, 9781432876302",2020.,"Thorndike Press, a part of Gale, a Cengage Company","Berchtold zu Sonnenburg Maria Anna Mozart Reichsfreiin von 1751 1829 Juvenile fiction, Mozart Wolfgang Amadeus 1756 1791 Juvenile fiction, Mozart Leopold 1719 1787 Juvenile fiction, Musicians Juvenile fiction, Brothers and sisters Juvenile fiction, Magic Juvenile fiction, Fantasy, Large type books, Young adult fiction",acbk,cylp,,cen,08/01/2020,1
3197928,"It's Ramadan, Curious George / illustrated by Mary O'Keefe Young ; written by Hena Khan.","Khan, Hena","0544652266, 9780544652262",[2016],"Houghton Mifflin Harcourt,","Curious George Fictitious character Juvenile fiction, Monkeys Juvenile fiction, Friendship Juvenile fiction, Ramadan Juvenile fiction, Stories in rhyme, Board books",jcbk,nchol,,mag,01/01/2020,1
1795792,Drawings of Mucha : 70 works / by Alphonse Maria Mucha.,"Mucha, Alphonse, 1860-1939",0486236722,1978.,"Dover Publications,",Mucha Alphonse 1860 1939 Catalogs,acbk,canf,,cen,07/01/2020,1
3099328,Girl waits with gun / Amy Stewart.,"Stewart, Amy","0544409914, 9780544409910",[2015].,"Houghton Mifflin Harcourt,","Sheriffs New Jersey Paterson Fiction, Policewomen New Jersey Hackensack Fiction, Silk Workers Strike Paterson N J 1913 Fiction, Black Hand United States History 20th century Fiction, Organized crime New Jersey Fiction, New Jersey History 20th century Fiction, Historical fiction",acbk,nafic,,bal,07/01/2020,1
3211342,Owl : a year in the lives of North American owls / Paul Bannick.,"Bannick, Paul, 1963-","1594858004, 9781594858000",[2016],"Braided River,",Owls North America,acbk,nanf,,swt,04/01/2020,1
3427349,Metropolis / Philip Kerr.,"Kerr, Philip","0525543015, 0735218897, 9780525543015, 9780735218895",[2019],"G.P. Putnam's Sons, an imprint of Penguin Random House LLC,","Gunther Bernhard Fictitious character Fiction, Murder Investigation Germany Berlin Fiction, Berlin Germany History 1918 1945 Fiction, Germany History 1918 1933 Fiction, Detective and mystery fiction, Historical fiction, Thrillers Fiction",acbk,namys,Floating,bal,03/01/2020,1
3481211,Here to there / by Jennifer Szymanski.,"Szymanski, Jennifer","1426334958, 1426334966, 9781426334955, 9781426334962",[2019],"National Geographic Kids,","Transportation Juvenile literature, Readers Publications",jcbk,ncenf,,uni,08/01/2020,1
3125567,The runaway pumpkin : a Halloween adventure story / written by Anne Margaret Lewis ; illustrated by Aaron Zenz.,"Lewis, Anne Margaret","1634502140, 9781634502146",[2015],"Skyhorse Publishing, Inc.,","Pumpkin Juvenile fiction, Halloween Juvenile fiction, Mother and child Juvenile fiction, Adventure and adventurers Fiction, Adventure fiction",jcbk,nchol,,cap,12/01/2020,1
3117618,"The ARRL general class license manual for ham radio : all you need to pass your general class exam! / by Ward Silver ; contributing editor, Mark Wilson.","Silver, H. Ward","1625950306, 9781625950307",[2015],"ARRL,","Radio operators Examinations Study guides, Radio operators Examinations questions etc, Radio operators Licenses United States",acbk,canf,,cen,03/01/2020,1
1670982,"Kawasaki ZX900, 1000 & 1100 liquid-cooled fours owners work shop manual : models covered, ZX900 A (GPZ900R) 908cc UK April 1984 to 1994, ZX900 A (Ninja) 908cc US November 1983 to 1986, ZX1000 A (GPZ1000RX) 997cc UK November 1985 to September 1989, ZX1000 A (Ninja 1000R) 997cc US September 1985 to 1987, ZX1000 B (ZX-10) 997cc UK December 1987 to April 1991, ZX1000 B (Ninja ZX-10) 997cc US April 1988 to 1990, ZX1100 C (ZZ-R1100) 1052cc UK March 1990 to December 1992, ZX1100 C (Ninja ZX-11C) 1052cc US 1990 to 1993, ZX1100 D (ZZ R1100) 1052cc, UK December 1992 to 1994, ZX1100 D (Ninja ZX-11D) 1052cc, US 1993 to 1994 / by Mark Coombs ; with an additional chapter on the ZX1100 D by Penny Cox.","Coombs, Mark",185010848X,[1994],"Haynes,",Kawasaki motorcycle Maintenance and repair Handbooks manuals etc,acbk,canf,,cen,05/01/2020,1
3422413,"Minecraft master builder toolkit / Joey Davey, Jonathan Green, Juliet Stanley.","Davey, Joey","1783122900, 9781783122905",2017.,"Carlton Books,","Minecraft Game Juvenile literature, Video games Juvenile literature, Minecraft Game, Video games, Handbooks and manuals",jcbk,ncnf,,rbe,12/01/2020,1
386064,"American ancestors and cousins of the Princess of Wales : the New England, Mid-Atlantic and Virginia forebears, near relatives, and notable distant kinsmen, through her American great-grandmother, of Lady Diana Frances Spencer, now Her Royal Highness the Princess of Wales / Gary Boyd Roberts, William Addams Reitwiesner.","Roberts, Gary Boyd",0806310855,1984.,"Genealogical Pub. Co.,","Strong family, Boude family, Diana Princess of Wales 1961 1997, Princes Great Britain Genealogy, Princesses Great Britain Genealogy",arbk,caref,,cen,02/01/2020,1
2494597,Cinderella's rat / Susan Meddaugh.,"Meddaugh, Susan","0395868335, 061372920X, 9780395868331, 9780613729208",1997.,"Houghton Mifflin,","Rats Juvenile fiction, Brothers and sisters Fiction, Characters in literature Fiction, Magic Fiction",jcbk,ncpic,,dth,06/01/2020,1
2747779,Waterwise plants for sustainable gardens : 200 drought-tolerant choices for all climates / Lauren Springer Ogden and Scott Ogden.,"Ogden, Lauren Springer","1604691697, 9781604691696",2011.,"Timber Press,","Drought tolerant plants United States, Xeriscaping United States",acbk,nanf,,hip,02/01/2020,1
2678414,"Broom, zoom! / Caron Lee Cohen ; illustrated by Sergio Ruzzier.","Cohen, Caron Lee","1416991131, 9781416991137",[2010],"Simon & Schuster Books for Young Readers,","Brooms and brushes Juvenile fiction, Cooperativeness Juvenile fiction, Witches Fiction, Monsters Juvenile fiction",jcbk,cchol,,cen,11/01/2020,3
3492579,"The best American food writing 2019 / edited and with an introduction by Samin Nosrat ; Silvia Killingsworth, series editor.",,"132866225X, 9781328662255",2019.,"Houghton Mifflin Harcourt,","Food Literary collections, Cooking Literary collections, Gastronomy Literary collections, Dinners and dining Literary collections, Food habits Literary collections",acbk,nanf,,dlr,12/01/2020,1
2656190,Zero at the bone / Stacie Cassarino.,"Cassarino, Stacie","1930974841, 9781930974845",2009.,"New Issues, Western Michigan University,",,acbk,canf,,cen,09/01/2020,1
3394624,Business pig / words and pictures by Andrea Zuill.,"Zuill, Andrea","1454926848, 9781454926849",2018.,"Sterling Children's Books,","Animal sanctuaries Juvenile fiction, Animals Juvenile fiction, Human animal relationships Juvenile fiction, Friendship Juvenile fiction, Swine Juvenile fiction, Swine as pets Juvenile fiction, Domestic animals Juvenile fiction, Picture books",jcbk,ncpic,,lcy,08/01/2020,1
3523404,The paper kingdom / by Helena Ku Rhee ; illustrated by Pascal Campion.,"Rhee, Helena Ku","052564461X, 0525644628, 9780525644613, 9780525644620",[2020],"Random House,","Janitors Juvenile fiction, Night work Juvenile fiction, Imagination Juvenile fiction, Families Juvenile fiction",jcbk,ncpic,,dlr,09/01/2020,1
3315923,"Leonard Bernstein / written and illustrated by Mike Venezia ; consultant, Donald Freund, professor of composition, Indiana University School of Music.","Venezia, Mike","0531226565, 0531230341, 9780531226568, 9780531230343",[2018],"Children's Press,","Bernstein Leonard 1918 1990 Juvenile literature, Musicians United States Biography Juvenile literature, Bernstein Leonard 1918 1990, Musicians, Biographies",jcbk,ncenf,,bro,02/01/2020,1
2042869,The poetry of dogs : a collection / by Olwen Way (ed.) ; illustrated by Maggie Raynor.,,085131788X,2000.,"J. A. Allen,",Dogs Poetry,acbk,canf,,cen,07/01/2020,1
3435041,The biggest puddle in the world / written by Mark Lee ; illustrated by Nathalie Dion.,"Lee, Mark, 1950-","1554989795, 9781554989799, 9781554989805",2019.,"Groundwood Books, House of Anansi Press,","Grandparent and child Juvenile fiction, Puddles Juvenile fiction, Rain and rainfall Juvenile fiction, Grandparent and child Fiction, Puddles Fiction, Rain and rainfall Fiction",jcbk,ncpic,,swt,05/01/2020,1
3211832,The science fair is freaky! / by Jack Chabert ; illustrated by Sam Ricks.,"Chabert, Jack","0545873681, 054587369X, 9780545873680, 9780545873697",2016.,"Branches/Scholastic Inc.,","Science fairs Juvenile fiction, Science projects Juvenile fiction, Elementary schools Juvenile fiction, Best friends Juvenile fiction, Scientists Juvenile fiction, Schools Fiction, Friendship Fiction, Horror stories, Horror fiction",jcbk,ncef,,rbe,09/01/2022,1
3163599,"Magi : the labyrinth of magic. 17 / story and art by Shinobu Ohtaka ; [translation & English adaptation, John Werry ; touch-up art & lettering, Stephen Dutro].","Ōtaka, Shinobu","1421577933, 9781421577937",[2016],"VIZ Media,","Aladdin Legendary character Comic books strips etc, Jinn Comic books strips etc, Magic Comic books strips etc, Comic books strips etc Japan Translations into English, Fantasy comics, Comics Graphic works, Graphic novels",acbk,nycomic,,lcy,12/01/2020,1
2263712,Pacific houses / Cynthia Reschke.,"Reschke, Cynthia",0060589108,2004.,"Harper Design International,","Architecture Domestic Pacific Coast U S, Architecture Domestic Pacific Coast U S Pictorial works, Architecture Pacific Coast U S History 21st century",acbk,canf,,cen,08/01/2020,1
3390006,Harbor me / Jacqueline Woodson.,"Woodson, Jacqueline","1432855905, 9781432855901",2018.,"Thorndike Press,","Large type books, Friendship Fiction, Family problems Fiction, Schools Fiction, African Americans Fiction, Hispanic Americans Fiction, Friendship Juvenile fiction, Dysfunctional families Juvenile fiction, Schools Juvenile fiction, African Americans Juvenile fiction, Hispanic Americans Juvenile fiction",jcbk,nclp,,dth,08/01/2020,1
3484702,Fortuna / Kristyn Merbeth.,"Merbeth, K. S.","0316453994, 9780316453998",2019.,"Orbit,","Smugglers Fiction, Outer space Fiction, Science fiction",acbk,nasf,,lcy,04/01/2020,1
3395105,A mad love : an introduction to opera / Vivien Schweitzer.,"Schweitzer, Vivien","046509693X, 9780465096930",2018.,"Basic Books,",Opera,acbk,nanf,,qna,10/01/2020,1
3363257,"Brothers in arms : Koufax, Kershaw, and the Dodgers' extraordinary pitching tradition / Jon Weisman.","Weisman, Jon, 1967-","1629374679, 9781629374673",2018.,"Triumph Books,","Los Angeles Dodgers Baseball team History, Pitchers Baseball California Los Angeles Biography",acbk,nanf,,col,12/01/2020,1
2731906,Nothing like a puffin / Sue Soltis ; illustrated by Bob Kolar.,"Soltis, Sue","0763636177, 9780763636173",2011.,"Candlewick Press,","Puffins Juvenile fiction, Comparison Philosophy Juvenile fiction, Humorous stories",jcbk,ccpic,,cen,12/01/2020,1
2332319,African inspirations in embroidery / Mary Sleigh.,"Sleigh, Mary",0713489219,2004.,"Batsford,","Embroidery Patterns, Embroidery, Dyes and dyeing, Patchwork, Quilting, Africa in art",acbk,canf,,cen,04/01/2020,1
2451429,Julie Speidel / [foreword by Elizabeth A. Brown ; with an interview by Clare Henry].,"Speidel, Julie","0295986581, 9780295986586",2006.,"Museum of Northwest Art ; Distributed by the University of Washington Press,","Speidel Julie, Speidel Julie Interviews, Sculpture American 21st century, Sculpture Abstract Washington State, Sculptors United States Interviews",acbk,canf,,cen,05/01/2020,1
3483909,How to raise an adult : break free of the overparenting trap and prepare your kid for success / Julie Lythcott-Haims.,"Lythcott-Haims, Julie","1250093635, 9781250093639",2016.,"St. Martin's Griffin,","Parenting, Parental overprotection, Parent and child",acbk,nanf,,swt,02/01/2020,1
2585729,Island of shame : the secret history of the U.S. military base on Diego Garcia / David Vine.,"Vine, David, 1974-","0691138699, 9780691138695",[2009],"Princeton University Press,","United States Naval Communications Station Diego Garcia History, Military bases American British Indian Ocean Territory Diego Garcia, Chagossians History, Population transfers Chagossians, Refugees Mauritius, Refugees British Indian Ocean Territory, British Indian Ocean Territory History, Diego Garcia British Indian Ocean Territory History",acbk,canf,,cen,07/01/2020,2
3136069,The door by the staircase / Katherine Marsh ; with illustrations by Kelly Murphy.,"Marsh, Katherine","1423134990, 9781423134992",2016.,"Disney Hyperion,","Baba Yaga Legendary character Juvenile fiction, Witches Juvenile fiction, Adoption Juvenile fiction, Orphans Juvenile fiction",jcbk,ncfic,,mag,10/01/2020,1
3283613,"The baby-led weaning family cookbook : your baby learns to eat solid foods, you enjoy the convenience of one meal for everyone / Gill Rapley, PhD, and Tracey Murkett.","Rapley, Gill","1615193995, 9781615193998",[2017],"The Experiment,","Infants Weaning, Infants Nutrition, Baby foods, Cookbooks",acbk,nanf,,qna,12/01/2020,1
3048488,Sparks of temptation / Brenda Jackson.,"Jackson, Brenda (Brenda Streater)","0373091702, 9780373091706",2015.,"Harlequin Kimani Arabesque,","African Americans Fiction, Man woman relationships Fiction, Romance fiction",acbk,naaafic,,dth,08/01/2020,1
2802671,Ten poems to say goodbye / Roger Housden.,"Housden, Roger","0307885992, 9780307885999",[2012],"Harmony Books,","Death Poetry, Farewells Poetry, Loss Psychology Poetry, Grief Poetry, Poetry",acbk,nanf,,gwd,02/01/2020,1
3440262,American spy : a novel / Lauren Wilkinson.,"Wilkinson, Lauren, 1984-","0812998952, 9780812998955","[2019], ©2018.","Random House,","Sankara Thomas Fiction, Burkina Faso History Coup d‚tat 1987 Fiction, Intelligence officers Fiction, African American women Fiction, Historical fiction, Spy fiction",acbk,nafic,,qna,12/01/2020,1
2558541,The Chinese parrot : a Charlie Chan mystery / Earl Derr Biggers.,"Biggers, Earl Derr, 1884-1933","0897335783, 9780897335782",2008.,"Academy Chicago Publishers,","Chan Charlie Fictitious character Fiction, Police Hawaii Honolulu Fiction, Honolulu Hawaii Fiction, San Francisco Calif Fiction, Detective and mystery fiction",acbk,camys,,cen,12/01/2020,1
2689885,"Johnny Cash : ""the man in black"" / Edward Willett.","Willett, Edward, 1959-","0766033864, 9780766033863",[2011],"Enslow,","Cash Johnny Juvenile literature, Country musicians United States Biography Juvenile literature, Country musicians Juvenile literature, Musicians Juvenile literature",acbk,cynf,,cen,08/01/2020,1
2635519,A little middle of the night / Molly Brodak.,"Brodak, Molly","1587298589, 9781587298585",[2010],"University of Iowa Press,",,acbk,canf,,cen,11/01/2020,1
3450141,Ways of hearing / Damon Krukowski.,"Krukowski, Damon","0262039648, 9780262039642",[2019],"The MIT Press,","Music Social aspects, Music and technology, Sound recording industry",acbk,nanf,,bro,02/01/2020,1
3420092,The professional / Robert B. Parker.,"Parker, Robert B., 1932-2010,","0425236307, 9780425236307","2016, c2009.","G.P. Putnam's Sons,","Spenser Fictitious character Fiction, Private investigators Massachusetts Boston Fiction, Rich people Crimes against Fiction, Adultery Fiction, Extortion Fiction, Boston Mass Fiction, Detective and mystery fiction",acbk,namys,Floating,net,01/01/2020,1
1363316,"Right plant, right place / Nicola Ferguson ; American editor, Fred McGourty.","Ferguson, Nicola, 1949-",0671523961,1992.,"Simon & Schuster,","Plants Ornamental, Plants Ornamental Location, Landscape gardening, Gardening",acbk,canf,,cen,11/01/2020,1
3436989,The crayon man : the true story of the invention of Crayola crayons / by Natascha Biebow ; illustrated by Steven Salerno.,"Biebow, Natascha","132886684X, 9781328866844",2019.,"Houghton Mifflin Harcourt,","Binney Edwin Juvenile literature, Binney Smith Co Juvenile literature, Industrialists United States Biography Juvenile literature, Crayons Juvenile literature",jcbk,ccb,,cen,09/01/2020,1
3468513,"William F. Tolmie at Fort Nisqually : letters, 1850-1853 / compiled and edited by Steve A. Anderson ; with an introduction by Jerry V. Ramsey.","Tolmie, William Fraser","0874223717, 9780874223712",[2019],"Washington State University Press,","Tolmie William Fraser Correspondence, Hudsons Bay Company Biography, Hudsons Bay Company History 19th century, Fort Nisqually DuPont Wash Biography, Fur traders Washington State Puget Sound Biography, Physicians Washington State Puget Sound Biography, Fort Nisqually DuPont Wash History 19th century, Puget Sound Region Wash History 19th century, Frontier and pioneer life Washington State Puget Sound",acbk,nanf,,net,10/01/2020,1
352225,Pilot maker : the incredible T-6 / Walt Ohlrich and Jeff Ethell.,"Ohlrich, Walt",0933424345,1983.,"Speciality Press,",T 6 Training plane,arbk,caaero,,cen,12/01/2020,1
3516340,"The old truck / Jarrett Pumphrey, Jerome Pumphrey.","Pumphrey, Jarrett","132400519X, 9781324005193",[2020],"Norton Young Readers, an imprint of W.W. Norton and Company,","Trucks Juvenile fiction, Farm life Juvenile fiction, African Americans Juvenile fiction, Imagination Juvenile fiction, Picture books",jcbk,ncpic,,hip,11/01/2020,1
3376919,Desert gardens of Steve Martino / Caren Iglesias ; photographs by Steve Gunther ; foreword by Obie G. Bowman.,"Yglesias, Caren,","1580934919, 9781580934916",2018.,"The Monacelli Press,","Martino Steve 1946, Desert landscape architecture United States",acbk,nanf,,swt,06/01/2020,1
2476679,Women who light the dark / Paola Gianturco.,"Gianturco, Paola","157687396X, 9781576873960",2007.,"PowerHouse Books,","Gianturco Paola, Women Pictorial works, Portrait photography, Photojournalism",acbk,nanf,,dth,04/01/2020,1
3380830,"Ottolenghi simple : a cookbook / Yotam Ottolenghi, with Tara Wigley and Esme Howarth ; photographs by Jonathan Lovekin.","Ottolenghi, Yotam","1607749165, 9781607749165",[2018],"Ten Speed Press,","Quick and easy cooking, Make ahead cooking, Cookbooks",acbk,nanf,,swt,03/01/2020,1
1752636,"Picturing Japaneseness : monumental style, national identity, Japanese film / Darrell William Davis.","Davis, Darrell William","0231102305, 0231102313",[1996],"Columbia University Press,","Motion pictures Political aspects Japan, Motion pictures Social aspects Japan, Motion pictures in propaganda Japan, National characteristics Japanese",acbk,canf,,cen,11/01/2020,1
3365959,Zoe is on the air / by Clare Hutton ; [illustrations by Helen Huang].,"Hutton, Clare","1338115049, 9781338115048",[2018],"Scholastic Inc.,","Television programs Fiction, Interpersonal relations Fiction, Sisters Fiction, Cousins Fiction, Friendship Fiction, Schools Fiction, Television programs Juvenile fiction, Interpersonal relations Juvenile fiction, Sisters Juvenile fiction, Cousins Juvenile fiction, Friendship Juvenile fiction, Schools Juvenile fiction",jcbk,ncfic,,net,04/01/2020,1
2673414,Emma the Easter fairy / by Daisy Meadows.,"Meadows, Daisy","0545270510, 9780545270519",[2011],"Scholastic,","Fairies Fiction, Easter Fiction",jcbk,ncser,,mgm,12/01/2020,1
3312702,Amy the Red Panda is writing the best story in the world / by Colleen AF Venable ; illustrations by Ruth Chan.,"Venable, Colleen A. F.","006233848X, 9780062338488",[2017],"Greenwillow Books, an imprint of HarperCollinsPublishers,","Storytelling Fiction, Red panda Fiction, Pandas Fiction, Sloths Fiction, Animals Fiction, Friendship Fiction, Storytelling Juvenile fiction, Red panda Juvenile fiction, Pandas Juvenile fiction, Sloths Juvenile fiction, Animals Juvenile fiction, Friendship Juvenile fiction",jcbk,ncpic,,qna,01/01/2020,1
3103796,How we'll live on Mars / Stephen L. Petranek.,"Petranek, Stephen L.","1476784760, 9781476784762",2015.,"TED Books/Simon & Schuster,","Space colonies, Planets Environmental engineering, Mars Planet",acbk,canf,,cen,08/01/2020,2
3264287,"Compassionate soldier : remarkable true stories of mercy, heroism, and honor from the battlefield / Jerry Borrowman.","Borrowman, Jerry","1629722928, 9781629722924",[2017],"Shadow Mountain,","War Moral and ethical aspects, Compassion Anecdotes, Courage Anecdotes, Soldiers Anecdotes, Biographies, Anecdotes",acbk,canf,,cen,02/01/2020,1
3482292,Roar like a dandelion / words by Ruth Krauss ; drawings by Sergio Ruzzier.,"Krauss, Ruth","0062680072, 9780062680075",[2019],"Harper, an imprint of HarperCollinsPublishers,","Alphabet books, Animals Juvenile fiction, Insects Juvenile fiction",jcbk,ncpic,,mag,07/01/2020,1
3202688,Garvey's choice / Nikki Grimes.,"Grimes, Nikki","1629797405, 9781629797403",[2016],"Wordsong, an imprint of Highlights,","Fathers and sons Juvenile fiction, Hobbies Juvenile fiction, Novels in verse",jcbk,ncfic,,hip,02/01/2020,1
1841163,Ancient Greek music / M.L. West.,"West, M. L. (Martin Litchfield), 1937-2015","0198148976, 0198149751",1992.,"Clarendon Press ; Oxford University Press,",Music Greek and Roman History and criticism,acbk,canf,,cen,06/01/2020,1
3390020,The good fight : a novel / Danielle Steel.,"Steel, Danielle","1101884126, 9781101884126",[2018],"Delacorte Press,","Families Fiction, Nineteen sixties Fiction, United States History 20th century Fiction, Domestic fiction",acbk,nafic,,bal,12/01/2020,1
2115446,The prayer of Jabez for kids / by Bruce H. Wilkinson ; adapted by Melody Carlson ; illustrated by Dan Brawner.,"Wilkinson, Bruce",0849979447,[2001],"Tommy Nelson,","Jabez Biblical figure Juvenile literature, Bible Chronicles 1st IV 10 Prayers History and criticism Juvenile literature, Christian children Religious life Juvenile literature, Prayer Christianity Juvenile literature, Bible stories Old Testament Juvenile literature, Prayer Juvenile literature, Christian life Juvenile literature",jcbk,ncnf,,dth,09/01/2020,1
3213499,"Child of the river / Irma Joubert ; [translation, Else Silke].","Joubert, Irma","0718083105, 9780718083106",[2016],"Thomas Nelson,","Young women South Africa Fiction, Women White South Africa Fiction, Bildungsromans, Historical fiction",acbk,nafic,,wts,03/01/2020,1
3732545,Tainna = The unseen ones : short stories / Norma Dunning.,"Dunning, Norma","1771622717, 9781771622714",[2021],"Douglas & McIntyre,","Alienation Social psychology Fiction, Loneliness Fiction, Inuit Fiction, Indigenous peoples Fiction, Short stories",acbk,nafic,,mag,11/01/2022,1
3369546,"The trials of Nina McCall : sex, surveillance, and the decades-long government plan to imprison ""promiscuous"" women / Scott Wasserman Stern.","Stern, Scott Wasserman","0807042757, 9780807042755",[2018],"Beacon Press,","McCall Nina, Womens rights United States History 20th century, Quarantine United States 20th century, Women prisoners United States 20th century, Women Institutional care United States History 20th century",acbk,canf,,cen,01/01/2020,2
33032,The architecture of Victorian London / John Summerson.,"Summerson, John, 1904-1992",0813905923,1976.,"University Press of Virginia,","Architecture Victorian England London, Architecture England London History",acbk,canf,,cen,04/01/2020,1
532611,Little Red Riding Hood / by the Brothers Grimm retold and illustrated by Trina Schart Hyman.,"Hyman, Trina Schart","0823404706, 9780823404704",[1983],"Holiday House,","Fairy tales, Folklore Germany Juvenile literature",jcbk,ncfft,,uni,08/01/2020,1
3215396,All our wrong todays : a novel / Elan Mastai.,"Mastai, Elan","1101985135, 1101985151, 9781101985137, 9781101985151",[2017],"Dutton,","Young men Fiction, Reality Fiction, Utopias Fiction, Time travel Fiction, Self realization Fiction, Time travel fiction, Psychological fiction, Fantasy fiction",acbk,nafic,,uni,03/01/2020,1
2310948,Fred and Ted go camping / by Peter Eastman.,"Eastman, Peter, 1942-2020","0375829652, 0375929657",[2005],"Beginner Books,","Camping Juvenile fiction, Individuality Juvenile fiction, Dogs Fiction",jcbk,ncrdr,,uni,11/01/2020,1
3354230,Space opera / Catherynne M. Valente.,"Valente, Catherynne M., 1979-","1481497499, 9781481497497, 9781481497510",[2018],"Saga Press, an imprint of Simon & Schuster,","Music Competitions Fiction, Science fiction, Humorous fiction",acbk,nasf,,net,01/01/2020,1
3197718,The alien that ate my socks / written and illustrated by Brandon Dorman.,"Dorman, Brandon","1629722227, 9781629722221",[2016],"Shadow Mountain,","Brothers Juvenile fiction, Extraterrestrial beings Juvenile fiction, Families Juvenile fiction, Family life Fiction, Adventure and adventurers Fiction, Action and adventure fiction",jcbk,ncfic,,gwd,08/01/2020,1
3369495,"How do we look? : the body, the divine, and the question of civilization / Mary Beard.","Beard, Mary, 1955-","1631494406, 9781631494406",2018.,"Liveright Publishing Corporation, a division of W.W. Norton & Company,","Human beings in art History, Art and religion",acbk,nanf,,bro,03/01/2020,1
3346405,"The nature of borders : salmon, boundaries, and bandits on the Salish Sea / Lissa K. Wadewitz.","Wadewitz, Lissa K.","0295991828, 9780295991825",[2012],"Center for the Study of the Pacific Northwest in association with University of Washington Press ; UBC Press,","Salmon fisheries Salish Sea B C and Wash, Indians of North America Fishing Salish Sea B C and Wash, Washington State Boundaries British Columbia, British Columbia Boundaries Washington State, Borderlands Salish Sea Region B C and Wash, Pirates Salish Sea B C and Wash, Fishery law and legislation Washington State, Fishery law and legislation British Columbia, Salish Sea B C and Wash Environmental conditions, Salish Sea Region B C and Wash Ethnic relations",acbk,nanf,,bal,03/01/2020,1
3143619,Hamlet for kids / by Lois Burdett.,"Burdett, Lois, 1952-","1552095223, 1552095304, 9781552095225, 9781552095300",2000.,"Firefly Books,",Shakespeare William 1564 1616 Adaptations,jcbk,ncnf,,qna,12/01/2020,1
3422864,The cars and trucks book / by Todd Parr.,"Parr, Todd","0316506621, 9780316506625",2018.,"Little, Brown and Company,","Automobiles Fiction, Trucks Fiction, Automobiles Juvenile fiction, Trucks Juvenile fiction",jcbk,ncpic,,nhy,11/01/2020,1
3421558,Camelot's end : Kennedy vs. Carter and the fight that broke the Democratic Party / Jon Ward.,"Ward, Jon (Writer of politics)","1455591386, 9781455591381",[2019],"Twelve,","Kennedy Edward M Edward Moore 1932 2009, Carter Jimmy 1924, Democratic Party U S History 20th century, Presidents United States Election 1980, Political campaigns United States History 20th century, Primaries United States History 20th century, Presidential candidates United States Biography",acbk,nanf,,swt,10/01/2020,1
2063891,Invariances : the structure of the objective world / Robert Nozick.,"Nozick, Robert",0674006313,2001.,"Belknap Press of Harvard University Press,","Relativity, Truth, Objectivity, Ethics",acbk,canf,,cen,09/01/2020,1
2430241,European art of the fifteenth century / Stefano Zuffi ; translated by Brian D. Phillips.,"Zuffi, Stefano, 1961-","0892368314, 9780892368310",2005.,"J. Paul Getty Museum,","Art Renaissance, Art European 15th century",acbk,canf,,cen,01/01/2020,1
3022881,The big green tent / Ludmila Ulitskaya ; translated from the Russian by Polly Gannon.,"Uli︠t︡ska︠i︡a, L︠i︡udmila","0374166676, 9780374166670",2015.,"Farrar, Straus and Giroux,","Male friendship Soviet Union Fiction, Soviet Union Social conditions 1945 1991 Fiction, Soviet Union Intellectual life Fiction, Historical fiction",acbk,nafic,,bal,05/01/2020,1
3461171,Darwin : an exceptional voyage / Fabien Grolleau & Jérémie Royer ; [translated by Serafina Vick].,"Grolleau, Fabien, 1972-","1910620505, 9781910620502",2019.,"Nobrow,","Darwin Charles 1809 1882 Travel Comic books strips etc, Beagle Expedition 1831 1836 Comic books strips etc, Evolution Biology History Comic books strips etc, Naturalists Great Britain Biography Comic books strips etc, Scientific expeditions History 19th century Comic books strips etc, Voyages around the world History 19th century Comic books strips etc, Comics Graphic works, Biographical comics, Nonfiction comics, Graphic novels",acbk,cacomic,,cen,07/01/2020,1
1263855,The tale of the spiteful spirits : a Kampuchean folk tale / [retold and illustrated by] Carole Tate.,"Tate, Carole","0216930669, 0872264459",1991.,"Blackie ; Bedrick/Blackie,",Folklore Cambodia Juvenile literature,jcbk,ccfft,,cen,03/01/2020,1
2739548,Jim Henson's tale of sand / written by Jim Henson and Jerry Juhl ; as realized by Ramón K. Pérez ; colors by Ian Herring with Ramón K. Pérez ; lettering and font design by Deron Bennett based on the handwriting of Jim Henson ; edited by Stephen Christy.,"Pérez, Ramón, 1973-","1936393093, 9781936393091",[2011],"Archaia Entertainment,","Motion picture plays Adaptations, Deserts Comic books strips etc, Comic books strips etc, Graphic novels",acbk,nacomic,,lcy,08/01/2020,1
3259842,Tower dog : life inside the deadliest job in America / Douglas Scott Delaney.,"Delaney, Douglas Scott","1619029383, 9781619029385",[2017],"Soft Skull Press,","Delaney Douglas Scott, Telecommunication United States Employees Biography, Radio and television towers United States, Telecommunication wiring United States, Hazardous occupations United States",acbk,canf,,cen,02/01/2020,1
2932064,"What Jefferson read, Ike watched, and Obama tweeted : 200 years of popular culture in the White House / Tevi Troy.","Troy, Tevi, 1967-","1621570398, 9781621570394",[2013],"Regnery Publishing,","Presidents United States, Popular culture United States History, Communication in politics Technological innovations, Presidents Books and reading United States",acbk,canf,,cen,07/01/2020,2
2876053,"The global Muslim community at a crossroads : understanding religious beliefs, practices, and infighting to end the conflict / Abdul Basit, editor.",,"0313396973, 9780313396977",[2012],"Praeger,","Islam and social problems, Islam and culture, Muslims Social conditions, Islamic countries Civilization",acbk,canf,,cen,06/01/2020,1
